No,Transaction Number,Merchant ID,Tipe Transaksi,Nama Issuer,Nominal,Transaction Date,Status
7206,B005201870,X610002918,Pembayaran,BNI,7600.0,2022-07-10 18:56:55,success
7231,B005201832,X605500074,Pembayaran,BCA,85500.0,2022-07-10 18:56:32,success
7245,B005726680,X610077455,Pembayaran,BNI,102999.0,2022-07-20 15:44:43,success
7269,B005726608,X601500161,Pembayaran,BNI,1.0,2022-07-20 15:43:13,success
7279,B005201749,X610002918,Pembayaran,BNI,7600.0,2022-07-10 18:55:51,success
7288,B005201726,X610002918,Pembayaran,BNI,7600.0,2022-07-10 18:55:37,success
7305,B006112477,X617101364,Pembayaran,LINKAJA,39500.0,2022-07-31 17:02:50,success
7356,B005201608,X610002918,Pembayaran,BNI,7600.0,2022-07-10 18:54:45,success
7362,B005201598,X610002918,Pembayaran,BNI,7600.0,2022-07-10 18:54:42,success
7378,B006112352,X610153755,Pembayaran,DANA,18000.0,2022-07-31 17:00:02,success
7389,B005726298,X601073688,Pembayaran,BCA,35000.0,2022-07-20 15:37:01,success
7428,B006112269,X606009897,Pembayaran,BCA,33000.0,2022-07-31 16:57:59,success
7436,B005201467,X610002918,Pembayaran,BNI,7600.0,2022-07-10 18:53:37,success
7440,B005726185,X606500269,Pembayaran,BNI,1.0,2022-07-20 15:36:14,success
7481,B005726077,X606009875,Pembayaran,BCA,70000.0,2022-07-20 15:34:10,success
7486,B005726063,X616051034,Pembayaran,BNI,40000.0,2022-07-20 15:34:07,success
7545,B005201260,X214443343,Pembayaran,BCA,120000.0,2022-07-10 18:51:40,success
7551,B005725913,X615500432,Pembayaran,BNI,1.0,2022-07-20 15:31:15,success
7577,B004862725,X201178662,Refund,BNI,162500.0,2022-07-20 15:29:58,success
7579,B005725837,X614000633,Pembayaran,BCA,41000.0,2022-07-20 15:29:44,success
7591,B005611955,X610500423,Refund,BNI,520000.0,2022-07-20 15:29:31,success
7596,B005725815,X601500163,Pembayaran,BNI,1.0,2022-07-20 15:29:28,success
7597,B005201151,X610002918,Pembayaran,BNI,7600.0,2022-07-10 18:50:45,success
7662,B005201039,X610002918,Pembayaran,BNI,7600.0,2022-07-10 18:49:48,success
7687,B006111882,X612089797,Pembayaran,MANDIRI,100000.0,2022-07-31 16:47:05,success
7703,B005200932,X609500230,Pembayaran,DANA,20000.0,2022-07-10 18:48:51,success
7703,B005725546,X615005800,Pembayaran,BCA,40500.0,2022-07-20 15:24:16,success
7787,B005725298,X614500442,Pembayaran,BNI,1.0,2022-07-20 15:21:01,success
7798,B006111723,X607500173,Pembayaran,DANA,104000.0,2022-07-31 16:43:02,success
7801,B005725240,X208001771,Pembayaran,BCA,67200.0,2022-07-20 15:19:17,success
7827,B006111675,X617110957,Pembayaran,DANA,70000.0,2022-07-31 16:41:51,success
7833,B006111667,X607167567,Pembayaran,MANDIRI,60500.0,2022-07-31 16:41:48,success
7839,B005725142,X607500192,Pembayaran,BNI,1.0,2022-07-20 15:18:12,success
7840,B005200643,X610002918,Pembayaran,BNI,7600.0,2022-07-10 18:46:53,success
7851,B005200627,X610110384,Pembayaran,BCA,50000.0,2022-07-10 18:46:38,success
7882,B006111597,X607091116,Pembayaran,OVO,96000.0,2022-07-31 16:40:22,success
7971,B005724843,X603500137,Pembayaran,BNI,1.0,2022-07-20 15:13:24,success
8065,B005724619,X606500268,Pembayaran,BNI,1.0,2022-07-20 15:09:49,success
8065,B005724619,X606500268,Pembayaran,BNI,1.0,2022-07-20 15:09:49,success
8158,B005724390,X615100950,Pembayaran,MANDIRI,71000.0,2022-07-20 15:06:10,success
8173,B006111128,X602500264,Pembayaran,BNI,200000.0,2022-07-31 16:28:40,success
8185,B006111110,X609124862,Pembayaran,BCA,130000.0,2022-07-31 16:28:03,success
8204,B005199945,X610002918,Pembayaran,BNI,7600.0,2022-07-10 18:41:21,success
8268,B005724134,X615500432,Pembayaran,BNI,1.0,2022-07-20 15:02:03,success
8272,B005199814,X610002918,Pembayaran,BNI,7600.0,2022-07-10 18:40:05,success
8362,B006110836,X609171831,Pembayaran,BCA,200000.0,2022-07-31 16:20:27,success
8373,B005199629,X606009035,Pembayaran,BCA,89000.0,2022-07-10 18:38:45,success
8393,B006110785,X607155729,Pembayaran,BCA,117000.0,2022-07-31 16:19:09,success
8394,B005199587,X610002918,Pembayaran,BNI,7600.0,2022-07-10 18:38:25,success
8394,B005723871,X608012667,Pembayaran,OVO,16000.0,2022-07-20 14:57:51,success
8436,B005199517,X610002918,Pembayaran,BNI,7600.0,2022-07-10 18:37:51,success
8470,B006110673,X610185789,Pembayaran,DANA,148000.0,2022-07-31 16:16:26,success
8470,B006110673,X610185789,Pembayaran,DANA,148000.0,2022-07-31 16:16:26,success
8488,B005723598,X601500189,Pembayaran,BNI,1.0,2022-07-20 14:53:34,success
8494,B005723588,X602005749,Pembayaran,BCA,15000.0,2022-07-20 14:53:16,success
8494,B005723588,X602005749,Pembayaran,BCA,15000.0,2022-07-20 14:53:16,success
8501,B005199395,X610002918,Pembayaran,BNI,7600.0,2022-07-10 18:36:57,success
8515,B006110602,X612010726,Pembayaran,BCA,30000.0,2022-07-31 16:13:52,success
8525,B006110587,X609500235,Pembayaran,KASPRO,94500.0,2022-07-31 16:14:27,success
8528,B005723513,X614500280,Pembayaran,BCA,39500.0,2022-07-20 14:51:34,success
8580,B005199235,X610002918,Pembayaran,BNI,7600.0,2022-07-10 18:35:35,success
8614,B006110468,X614500422,Pembayaran,GOPAY,162500.0,2022-07-31 16:11:16,success
8623,B006110458,X617111242,Pembayaran,MANDIRI,32500.0,2022-07-31 16:10:52,success
8628,B005199137,X610002918,Pembayaran,BNI,7600.0,2022-07-10 18:34:51,success
8631,B005199134,X610002918,Pembayaran,BNI,7600.0,2022-07-10 18:34:49,success
8659,B006110410,X610185789,Pembayaran,BCA,149000.0,2022-07-31 16:09:22,success
8678,B005199054,X610002918,Pembayaran,BNI,7600.0,2022-07-10 18:34:08,success
8714,B006110338,X610110452,Pembayaran,GOPAY,53000.0,2022-07-31 16:07:17,success
8724,B006110323,X610500239,Pembayaran,GOPAY,10000.0,2022-07-31 16:07:04,success
8725,B006110322,X617500115,Pembayaran,GOPAY,65000.0,2022-07-31 16:07:04,success
8741,B005722987,X615500412,Pembayaran,BCA,63000.0,2022-07-20 14:43:53,success
8741,B005722987,X615500412,Pembayaran,BCA,63000.0,2022-07-20 14:43:53,success
8743,B005198915,X610002918,Pembayaran,BNI,7600.0,2022-07-10 18:33:08,success
8750,B006110283,X612003049,Pembayaran,JENIUS,125300.0,2022-07-31 16:06:03,success
8816,B005198793,X610002918,Pembayaran,BNI,7600.0,2022-07-10 18:32:14,success
8838,B006110142,X607081515,Pembayaran,OVO,9000.0,2022-07-31 16:01:37,success
8840,B006110138,X618500106,Pembayaran,SHOPEEPAY,38000.0,2022-07-31 16:01:34,success
8845,B005722738,X607001983,Pembayaran,BRI,15000.0,2022-07-20 14:40:07,success
8898,B006110066,X603104556,Pembayaran,BCA,630500.0,2022-07-31 15:59:37,success
8918,B005722575,X601500155,Pembayaran,BNI,1.0,2022-07-20 14:37:49,success
8938,B006110003,X618500108,Pembayaran,OVO,109000.0,2022-07-31 15:58:04,success
8966,B006109967,X606193724,Pembayaran,BCA,46000.0,2022-07-31 15:57:08,success
8966,B005198508,X610002918,Pembayaran,BNI,7600.0,2022-07-10 18:30:22,success
9015,B006109882,X610153755,Pembayaran,BCA,100000.0,2022-07-31 15:54:49,success
9036,B005198376,X610002918,Pembayaran,BNI,7600.0,2022-07-10 18:29:21,success
9059,B005722230,X614121494,Pembayaran,BCA,50000.0,2022-07-20 14:31:35,success
9060,B005198326,X610002918,Pembayaran,BNI,7600.0,2022-07-10 18:29:04,success
9065,B006109811,X614103535,Pembayaran,BCA,40000.0,2022-07-31 15:52:42,success
9069,B005198317,X610002918,Pembayaran,BNI,7600.0,2022-07-10 18:29:00,success
9100,B005198274,X610002918,Pembayaran,BNI,7600.0,2022-07-10 18:28:40,success
9131,B006109698,X610111560,Pembayaran,GOPAY,23000.0,2022-07-31 15:50:08,success
9138,B006109680,X12283826,Pembayaran,MANDIRI,203950.0,2022-07-31 15:49:55,success
9150,B006109670,X612105293,Pembayaran,BNI,66000.0,2022-07-31 15:49:23,success
9160,B005721997,X606500261,Pembayaran,BNI,1.0,2022-07-20 14:29:05,success
9166,B005198159,X610002918,Pembayaran,BNI,7600.0,2022-07-10 18:27:51,success
9215,B005198055,X610002918,Pembayaran,BNI,7600.0,2022-07-10 18:27:13,success
9219,B005721863,X612085670,Pembayaran,BCA,36400.0,2022-07-20 14:26:33,success
9219,B005721863,X612085670,Pembayaran,BCA,36400.0,2022-07-20 14:26:33,success
9249,B005721791,X604500373,Pembayaran,BNI,10.0,2022-07-20 14:25:24,success
9264,B006109494,X618141647,Pembayaran,BCA,80000.0,2022-07-31 15:43:32,success
9269,B005721752,X214901305,Pembayaran,BCA,306900.0,2022-07-20 14:24:58,success
9302,B005721702,X610048959,Pembayaran,BNI,12000.0,2022-07-20 14:24:01,success
9357,B005197801,X610002918,Pembayaran,BNI,7600.0,2022-07-10 18:25:09,success
9391,B005197743,X610002918,Pembayaran,BNI,7600.0,2022-07-10 18:24:47,success
9399,B005197731,X610002918,Pembayaran,BNI,7600.0,2022-07-10 18:24:41,success
9423,B005197692,X610002918,Pembayaran,BNI,7600.0,2022-07-10 18:24:21,success
9432,B006109189,X204001261,Pembayaran,CIMB NIAGA,240000.0,2022-07-31 15:36:14,success
9463,B006109183,X615500409,Pembayaran,BNI,128000.0,2022-07-31 15:34:13,success
9582,B005197432,X610002918,Pembayaran,BNI,7600.0,2022-07-10 18:22:20,success
9595,B005197412,X610002918,Pembayaran,BNI,7600.0,2022-07-10 18:22:10,success
9618,B005197372,X610002918,Pembayaran,BNI,7600.0,2022-07-10 18:21:51,success
9673,B005720955,X618500103,Pembayaran,GOPAY,111500.0,2022-07-20 14:11:31,success
9688,B006108829,X610115760,Pembayaran,DANA,50000.0,2022-07-31 15:25:33,success
9692,B005197229,X610002918,Pembayaran,BNI,7600.0,2022-07-10 18:20:42,success
9697,B005197220,X610005432,Pembayaran,DANA,33000.0,2022-07-10 18:20:23,success
9714,B006108783,X617003277,Pembayaran,BCA,15700.0,2022-07-31 15:24:18,success
9730,B005197167,X610002918,Pembayaran,BNI,7600.0,2022-07-10 18:19:58,success
9753,B005720809,X606500240,Pembayaran,BCA,64500.0,2022-07-20 14:08:57,success
9753,B005720809,X606500240,Pembayaran,BCA,64500.0,2022-07-20 14:08:57,success
9764,B005197094,X607169531,Pembayaran,BCA,55000.0,2022-07-10 18:18:33,success
9829,B006108619,X611039739,Pembayaran,MANDIRI,170940.0,2022-07-31 15:19:22,success
9896,B005196877,X610002918,Pembayaran,BNI,7600.0,2022-07-10 18:17:10,success
9929,B006108449,X608010516,Pembayaran,BCA,275500.0,2022-07-31 15:14:46,success
9964,B006108397,X602500264,Pembayaran,BCA,1800000.0,2022-07-31 15:12:58,success
9990,B006108359,X612105461,Pembayaran,GOPAY,67000.0,2022-07-31 15:11:41,success
9996,B005720357,X601500159,Pembayaran,BNI,1.0,2022-07-20 14:00:55,success
10021,B006108311,X608000451,Pembayaran,BTN,265100.0,2022-07-31 15:10:20,success
10039,B005196640,X610002918,Pembayaran,BNI,7600.0,2022-07-10 18:15:06,success
10092,B005196548,X610002918,Pembayaran,BNI,7600.0,2022-07-10 18:14:13,success
10102,B005196535,X610002918,Pembayaran,BNI,7600.0,2022-07-10 18:14:07,success
10120,B005196502,X605007912,Pembayaran,MANDIRI,155000.0,2022-07-10 18:13:47,success
10137,B005196470,X610002918,Pembayaran,BNI,7600.0,2022-07-10 18:13:34,success
10213,B006107998,X607500151,Pembayaran,BNI,110000.0,2022-07-31 15:02:11,success
10220,B005196346,X610002918,Pembayaran,BNI,7600.0,2022-07-10 18:12:23,success
10244,B006107953,X612003049,Pembayaran,CIMB NIAGA,261100.0,2022-07-31 15:00:50,success
10244,B006107953,X612003049,Pembayaran,CIMB NIAGA,261100.0,2022-07-31 15:00:50,success
10335,B006107814,X610153755,Pembayaran,DANA,50000.0,2022-07-31 14:56:23,success
10402,B005719440,X607500190,Pembayaran,BNI,1.0,2022-07-20 13:45:50,success
10404,B005196054,X610002918,Pembayaran,BNI,7600.0,2022-07-10 18:09:55,success
10408,B006107696,X602002632,Pembayaran,BCA,422800.0,2022-07-31 14:53:11,success
10438,B006107643,X610153754,Pembayaran,DANA,300000.0,2022-07-31 14:51:51,success
10447,B006107617,X214003732,Pembayaran,BCA,68200.0,2022-07-31 14:51:33,success
10453,B006107625,X608500446,Pembayaran,JENIUS,75000.0,2022-07-31 14:51:23,success
10467,B005719297,X605012167,Pembayaran,BRI,72600.0,2022-07-20 13:42:33,success
10506,B005195919,X610002918,Pembayaran,BNI,7600.0,2022-07-10 18:08:40,success
10524,B005195894,X610002918,Pembayaran,BNI,7600.0,2022-07-10 18:08:29,success
10558,B005195830,X610002918,Pembayaran,BNI,7600.0,2022-07-10 18:07:55,success
10576,B005719013,X612500042,Pembayaran,MANDIRI,85000.0,2022-07-20 13:39:57,success
10592,B005719038,X601500090,Pembayaran,OVO,3000.0,2022-07-20 13:39:31,success
10625,B006107371,X618057216,Pembayaran,LINKAJA,23000.0,2022-07-31 14:44:22,success
10635,B005195731,X608012203,Pembayaran,BCA,15000.0,2022-07-10 18:06:40,success
10645,B006107310,X208143248,Pembayaran,JENIUS,73741.0,2022-07-31 14:43:06,success
10713,B005718791,X601018975,Pembayaran,BNI,10.0,2022-07-20 13:35:14,success
10713,B005718791,X601018975,Pembayaran,BNI,10.0,2022-07-20 13:35:14,success
10724,B005195582,X610002918,Pembayaran,BNI,7600.0,2022-07-10 18:05:11,success
10736,B005718730,X610110454,Pembayaran,DANA,200000.0,2022-07-20 13:34:19,success
10785,B006107117,X615047471,Pembayaran,JENIUS,681000.0,2022-07-31 14:37:02,success
10839,B005718506,X603500099,Pembayaran,BNI,113000.0,2022-07-20 13:31:04,success
10855,B005718471,X602500223,Pembayaran,BNI,78000.0,2022-07-20 13:30:35,success
10872,B005195369,X610002918,Pembayaran,BNI,7600.0,2022-07-10 18:03:12,success
10917,B005195307,X610002918,Pembayaran,BNI,7600.0,2022-07-10 18:02:35,success
10936,B006106895,X609126136,Pembayaran,BCA,882200.0,2022-07-31 14:30:37,success
10972,B005195224,X610002918,Pembayaran,BNI,7600.0,2022-07-10 18:01:51,success
10974,B005718228,X607001881,Pembayaran,OVO,127000.0,2022-07-20 13:25:43,success
10984,B005195205,X610002918,Pembayaran,BNI,7600.0,2022-07-10 18:01:35,success
11000,B005718171,X616090599,Pembayaran,MANDIRI,42000.0,2022-07-20 13:24:47,success
11005,B005195171,X610002918,Pembayaran,BNI,7600.0,2022-07-10 18:01:13,success
11020,B005195110,X203165527,Pembayaran,BNI,7600.0,2022-07-10 18:01:03,success
11029,B005195105,X204204739,Pembayaran,BNI,7600.0,2022-07-10 18:00:58,success
11058,B005195099,X610002918,Pembayaran,BNI,7600.0,2022-07-10 18:00:31,success
11061,B005195091,X607081513,Pembayaran,BNI,7000.0,2022-07-10 18:00:27,success
11091,B005195034,X610002918,Pembayaran,BNI,7600.0,2022-07-10 17:59:51,success
11119,B005717915,X606500265,Pembayaran,BNI,1.0,2022-07-20 13:20:14,success
11178,B006106530,X605069395,Pembayaran,BCA,95000.0,2022-07-31 14:19:40,success
11184,B006106520,X614500328,Pembayaran,GOPAY,56500.0,2022-07-31 14:19:33,success
11188,B006106515,X607102092,Pembayaran,MANDIRI,40000.0,2022-07-31 14:19:19,success
11193,B005194867,X610002918,Pembayaran,BNI,7600.0,2022-07-10 17:57:54,success
11220,B005717708,X603500094,Pembayaran,BNI,33000.0,2022-07-20 13:17:00,success
11220,B005717708,X603500094,Pembayaran,BNI,33000.0,2022-07-20 13:17:00,success
11226,B005717701,X602014921,Pembayaran,BNI,45000.0,2022-07-20 13:16:52,success
11267,B006106408,X615102525,Pembayaran,MANDIRI,62000.0,2022-07-31 14:15:34,success
11347,B005717422,X615102622,Pembayaran,BTN,4000.0,2022-07-20 13:12:41,success
11388,B006106199,X4006359,Pembayaran,DANA,275000.0,2022-07-31 14:09:06,success
11422,B005717251,X607088541,Pembayaran,BNI,239666.0,2022-07-20 13:10:22,success
11494,B005194412,X610002918,Pembayaran,BNI,7600.0,2022-07-10 17:52:55,success
11494,B005194412,X610002918,Pembayaran,BNI,7600.0,2022-07-10 17:52:55,success
11530,B006105974,X214467383,Pembayaran,BNI,488000.0,2022-07-31 14:02:59,success
11537,B006106001,X610161995,Pembayaran,BCA,488000.0,2022-07-31 14:02:09,success
11613,B005194215,X610002918,Pembayaran,BNI,7600.0,2022-07-10 17:51:02,success
11616,B005194206,X610002918,Pembayaran,BNI,7600.0,2022-07-10 17:50:58,success
11661,B005716745,X612500144,Pembayaran,BNI,1.0,2022-07-20 13:02:05,success
11676,B005194118,X610002918,Pembayaran,BNI,7600.0,2022-07-10 17:50:04,success
11683,B005194108,X603003725,Pembayaran,BNI,240000.0,2022-07-10 17:49:59,success
11700,B005716640,X601500090,Pembayaran,OVO,3000.0,2022-07-20 13:00:56,success
11720,B006105742,X610005870,Pembayaran,GOPAY,77777.0,2022-07-31 13:54:59,success
11738,B005194009,X610002918,Pembayaran,BNI,7600.0,2022-07-10 17:48:49,success
11907,B005193677,X210338901,Pembayaran,BNI,7600.0,2022-07-10 17:46:09,success
11949,B005193672,X604500302,Pembayaran,GOPAY,76000.0,2022-07-10 17:45:22,success
11949,B005716143,X608500700,Pembayaran,BPD BALI,97500.0,2022-07-20 13:52:35,success
11972,B006105390,X605042398,Pembayaran,BSM,9500.0,2022-07-31 13:44:59,success
11986,B006105363,X612003049,Pembayaran,BCA,76300.0,2022-07-31 13:44:07,success
12008,B006105330,X615122440,Pembayaran,BCA,47000.0,2022-07-31 13:42:56,success
12029,B006105298,X209177120,Pembayaran,BCA,300500.0,2022-07-31 13:41:06,success
12086,B005193420,X610002918,Pembayaran,BNI,7600.0,2022-07-10 17:42:48,success
12091,B005715850,X612500042,Pembayaran,BCA,85000.0,2022-07-20 12:47:53,success
12095,B006105196,X610153755,Pembayaran,DANA,25000.0,2022-07-31 13:39:01,success
12141,B005715766,X601500156,Pembayaran,BNI,1.0,2022-07-20 12:46:17,success
12185,B005715689,X604500377,Pembayaran,BNI,1.0,2022-07-20 12:45:10,success
12216,B005193232,X610002918,Pembayaran,BNI,7600.0,2022-07-10 17:40:47,success
12223,B006104993,X607081664,Pembayaran,GOPAY,82715.0,2022-07-31 13:34:13,success
12227,B006104990,X610004497,Pembayaran,BCA,47400.0,2022-07-31 13:32:59,success
12244,B006104970,X615043365,Pembayaran,BCA,192000.0,2022-07-31 13:33:28,success
12252,B005715569,X610124013,Pembayaran,GOPAY,29000.0,2022-07-20 12:43:26,success
12259,B005715556,X610017084,Pembayaran,BCA,25000.0,2022-07-20 12:43:05,success
12332,B005193052,X610002918,Pembayaran,BNI,7600.0,2022-07-10 17:39:04,success
12332,B005193052,X610002918,Pembayaran,BNI,7600.0,2022-07-10 17:39:04,success
12346,B005193036,X610111560,Pembayaran,BCA,18000.0,2022-07-10 17:38:41,success
12346,B005193036,X610111560,Pembayaran,BCA,18000.0,2022-07-10 17:38:41,success
12360,B005192979,X601500090,Pembayaran,SHOPEEPAY,2000.0,2022-07-10 17:38:34,success
12394,B005715282,X610001537,Pembayaran,SHOPEEPAY,7000.0,2022-07-20 12:39:28,success
12431,B005192913,X610005442,Pembayaran,DANA,50000.0,2022-07-10 17:37:29,success
12481,B005715136,X617097986,Pembayaran,MANDIRI,52000.0,2022-07-20 12:37:15,success
12489,B006104622,X608099953,Pembayaran,BCA,163000.0,2022-07-31 13:23:39,success
12492,B005715116,X605002575,Pembayaran,LINKAJA,44000.0,2022-07-20 12:37:02,success
12518,B005715058,X601500090,Pembayaran,BCA,3000.0,2022-07-20 12:36:20,success
12518,B005715058,X601500090,Pembayaran,BCA,3000.0,2022-07-20 12:36:20,success
12560,B005192723,X610002918,Pembayaran,BNI,7600.0,2022-07-10 17:35:01,success
12620,B005714900,X610118016,Pembayaran,BNI,50000.0,2022-07-20 12:33:49,success
12632,B005714877,X601500164,Pembayaran,BNI,1.0,2022-07-20 12:33:23,success
12689,B005714792,X610161762,Pembayaran,BNI,42000.0,2022-07-20 12:31:59,success
12699,B005192517,X610115760,Pembayaran,DANA,50000.0,2022-07-10 17:32:14,success
12717,B005714737,X608000451,Pembayaran,BCA,189200.0,2022-07-20 12:31:01,success
12722,B006104294,X606008946,Pembayaran,MANDIRI,10000.0,2022-07-31 13:13:48,success
12756,B006104251,X610110385,Pembayaran,DANA,30000.0,2022-07-31 13:12:29,success
12756,B006104251,X610110385,Pembayaran,DANA,30000.0,2022-07-31 13:12:29,success
12756,B005714670,X615122397,Pembayaran,MANDIRI,29000.0,2022-07-20 12:30:08,success
12771,B006104227,X610111560,Pembayaran,SHOPEEPAY,9000.0,2022-07-31 13:11:52,success
12788,B006104199,X610111560,Pembayaran,BCA,14000.0,2022-07-31 13:10:24,success
12791,B005192381,X605500064,Pembayaran,BCA,392000.0,2022-07-10 17:30:36,success
12801,B005714575,X610111560,Pembayaran,BCA,15000.0,2022-07-20 12:28:28,success
12848,B005714475,X601500165,Pembayaran,BNI,1.0,2022-07-20 12:27:11,success
12867,B005714450,X610161759,Pembayaran,GOPAY,17000.0,2022-07-20 12:26:42,success
12867,B005714450,X610161759,Pembayaran,GOPAY,17000.0,2022-07-20 12:26:42,success
12899,B006104018,X617099332,Pembayaran,MANDIRI,105000.0,2022-07-31 13:06:21,success
12962,B005192111,X610002918,Pembayaran,BNI,7600.0,2022-07-10 17:27:56,success
12968,B006103912,X610111560,Pembayaran,BCA,24000.0,2022-07-31 13:02:54,success
12968,B006103912,X610111560,Pembayaran,BCA,24000.0,2022-07-31 13:02:54,success
13093,B005191902,X614500403,Pembayaran,BCA,129500.0,2022-07-10 17:25:27,success
13101,B006103736,X610110385,Pembayaran,DANA,25000.0,2022-07-31 12:57:23,success
13139,B005191800,X209207562,Pembayaran,BNI,7600.0,2022-07-10 17:24:48,success
13140,B005713960,X607500190,Pembayaran,BNI,1.0,2022-07-20 12:19:41,success
13140,B005191825,X610002918,Pembayaran,BNI,7600.0,2022-07-10 17:24:46,success
